null/Marlin;;;;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration_adv.h;#define THERMAL_PROTECTION_PERIOD 40;;
;;Marlin/Configuration_adv.h;#define THERMAL_PROTECTION_HYSTERESIS 4;;
;;Marlin/Configuration_adv.h;#define WATCH_TEMP_PERIOD 20;;
;;Marlin/Configuration_adv.h;#define WATCH_TEMP_INCREASE 2;;
;;Marlin/Configuration_adv.h;#define THERMAL_PROTECTION_BED_PERIOD 20;;
;;Marlin/Configuration_adv.h;#define THERMAL_PROTECTION_BED_HYSTERESIS 2;;
;;Marlin/Configuration_adv.h;;;
;;Marlin/Configuration_adv.h;#define EXTRUDER_0_AUTO_FAN_PIN -1;;
;;Marlin/Configuration_adv.h;#define EXTRUDER_1_AUTO_FAN_PIN -1;;
;;Marlin/Configuration_adv.h;#define EXTRUDER_AUTO_FAN_TEMPERATURE 50;;
;;Marlin/Configuration_adv.h;;;
;;Marlin/Configuration_adv.h;#define DEFAULT_STEPPER_DEACTIVE_TIME 120;;
;;Marlin/Configuration_adv.h;#define USE_WATCHDOG;;
;;Marlin/Configuration_adv.h;#define FILAMENTCHANGE_XPOS 3;;
;;Marlin/Configuration_adv.h;#define FILAMENTCHANGE_YPOS 3;;
;;Marlin/Default_Version.h;"#define SHORT_BUILD_VERSION """"1.1.0-RC5""""";;
;;Marlin/Default_Version.h;"#define DETAILED_BUILD_VERSION """"1.1.0-RC5 From Archive""""";;
;;Marlin/Default_Version.h;"#define STRING_DISTRIBUTION_DATE """"2016-04-01 12:00""""";;
;;Marlin/Default_Version.h;;;
;;Marlin/dogm_bitmaps.h;;;
;;Marlin/dogm_bitmaps.h;#define START_BMPWIDTH      112;;
;;Marlin/dogm_bitmaps.h;#define START_BMPHEIGHT      38;;
;;Marlin/dogm_bitmaps.h;#define START_BMPBYTEWIDTH   14;;
;;Marlin/dogm_bitmaps.h;#define START_BMPBYTES      532;;
;;Marlin/dogm_lcd_implementation.h;#if HAS_FAN0;;
;;Marlin/dogm_lcd_implementation.h;#else;;
;;Marlin/dogm_lcd_implementation.h;#endif;;
;;Marlin/example_configurations/Hephestos/Configuration.h;#define DISABLE_MAX_ENDSTOPS;;
;;Marlin/example_configurations/Hephestos_2/Configuration.h;#define DEFAULT_NOMINAL_FILAMENT_DIA 3.00;;
;;Marlin/example_configurations/delta/biv2.5/Configuration.h;#define DEFAULT_NOMINAL_FILAMENT_DIA 3.00;;
;;Marlin/example_configurations/delta/kossel_xl/Configuration.h;#define DEFAULT_NOMINAL_FILAMENT_DIA 3.00;;
;;Marlin/language.h;#ifndef DEFAULT_MACHINE_NAME;;
;;Marlin/language.h;#ifndef DEFAULT_SOURCE_URL;;
;;Marlin/language.h;"#define DEFAULT_SOURCE_URL """"https:";;
;;Marlin/language.h;#endif;;
;;Marlin/language_an.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_an.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_an.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_bg.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_bg.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_bg.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_ca.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_ca.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_ca.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_cn.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_cn.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_cn.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_cz.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_cz.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_cz.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_da.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_da.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_da.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_de.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_de.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_de.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_en.h;#ifndef MSG_LEVEL_BED_WAITING;;
;;Marlin/language_en.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_en.h;#endif;;
;;Marlin/language_en.h;#ifndef MSG_LEVEL_BED_DONE;;
;;Marlin/language_en.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_en.h;#endif;;
;;Marlin/language_en.h;#ifndef MSG_HOME_OFFSETS_APPLIED;;
;;Marlin/language_en.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_en.h;#endif;;
;;Marlin/language_es.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_es.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_es.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_eu.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_eu.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_eu.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_fi.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_fi.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_fi.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_fr.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_fr.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_fr.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_it.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_it.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_it.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_kana.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_kana.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_kana.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_kana_utf8.h;"#define MSG_LEVEL_BED_HOMING                """"￣ﾂﾲ￣ﾃﾳ￣ﾃﾆ￣ﾃﾳ￣ﾃﾋ￣ﾂﾤ￣ﾃﾉ￣ﾂﾦ""""";;
;;Marlin/language_kana_utf8.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_kana_utf8.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_kana_utf8.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_nl.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_nl.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_nl.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_pl.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_pl.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_pl.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_pt-br.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_pt-br.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_pt-br.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_pt-br_utf8.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_pt-br_utf8.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_pt-br_utf8.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_pt.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_pt.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_pt.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_pt_utf8.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_pt_utf8.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_pt_utf8.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/language_ru.h;"#define MSG_LEVEL_BED_WAITING               """"Click to Begin""""";;
;;Marlin/language_ru.h;"#define MSG_LEVEL_BED_DONE                  """"Leveling Done!""""";;
;;Marlin/language_ru.h;"#define MSG_HOME_OFFSETS_APPLIED            """"Offsets applied""""";;
;;Marlin/pins.h;#elif MB(SAINSMART_2IN1);;
;;Marlin/pins_3DRAG.h;"#define DEFAULT_MACHINE_NAME """"3Drag""""";;
;;Marlin/pins_3DRAG.h;"#define DEFAULT_SOURCE_URL   """"http:";;
;;Marlin/pins_5DPRINT.h;"#define DEFAULT_MACHINE_NAME """"Makibox""""";;
;;Marlin/pins_K8200.h;#undef DEFAULT_MACHINE_NAME;;
;;Marlin/pins_K8200.h;"#define DEFAULT_MACHINE_NAME """"K8200""""";;
;;Marlin/pins_K8200.h;#undef DEFAULT_SOURCE_URL;;
;;Marlin/pins_K8200.h;"#define DEFAULT_SOURCE_URL   """"https:";;
;;Marlin/pins_RUMBA.h;"#define DEFAULT_MACHINE_NAME """"Rumba""""";;
;;Marlin/pins_RUMBA.h;#define TEMP_0_PIN         15;;
;;Marlin/pins_RUMBA.h;#define TEMP_1_PIN         14;;
;;Marlin/pins_RUMBA.h;#define BTN_EN1            11;;
;;Marlin/pins_RUMBA.h;#define BTN_EN2            12;;
;;Marlin/pins_SAV_MKI.h;"#define DEFAULT_MACHINE_NAME """"SAV MkI""""";;
;;Marlin/pins_SAV_MKI.h;"#define DEFAULT_SOURCE_URL   """"https:";;
;;Marlin/pins_ULTIMAIN_2.h;"#define DEFAULT_MACHINE_NAME """"Ultimaker""""";;
;;Marlin/pins_ULTIMAIN_2.h;"#define DEFAULT_SOURCE_URL   """"https:";;
;;Marlin/pins_ULTIMAKER.h;"#define DEFAULT_MACHINE_NAME """"Ultimaker""""";;
;;Marlin/pins_ULTIMAKER.h;"#define DEFAULT_SOURCE_URL   """"https:";;
;;Marlin/pins_ULTIMAKER_OLD.h;"#define DEFAULT_MACHINE_NAME """"Ultimaker""""";;
;;Marlin/pins_ULTIMAKER_OLD.h;"#define DEFAULT_SOURCE_URL   """"https:";;
;;Marlin/ultralcd.cpp;#if ENABLED(NEWPANEL);;
;;Marlin/ultralcd.cpp;#endif;;
;;Marlin/ultralcd.cpp;#if HAS_BUZZER;;
;;Marlin/ultralcd.cpp;#endif;;
;b0157ac1991bb5a64e3c2faa843ecf140efae370;;;;
;;Marlin/Conditionals.h;#define SERVO_LEVELING (ENABLED(AUTO_BED_LEVELING_FEATURE) && defined(Z_ENDSTOP_SERVO_NR) && Z_ENDSTOP_SERVO_NR >= 0);;
;;Marlin/Conditionals.h;#define HAS_FILAMENT_WIDTH_SENSOR (PIN_EXISTS(FILWIDTH));;
;;Marlin/Conditionals.h;#define HAS_MOTOR_CURRENT_PWM (PIN_EXISTS(MOTOR_CURRENT_PWM_XY) || PIN_EXISTS(MOTOR_CURRENT_PWM_Z) || PIN_EXISTS(MOTOR_CURRENT_PWM_E));;
;;Marlin/Configuration.h;"#define STRING_CONFIG_H_AUTHOR """"(none, default config)""""";;
;;Marlin/Configuration.h;#define BAUDRATE 250000;;
;;Marlin/Configuration.h;#define MOTHERBOARD BOARD_RAMPS_14_EFB;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;#define EXTRUDERS 1;;
;;Marlin/Configuration.h;#define TEMP_SENSOR_0 1;;
;;Marlin/Configuration.h;#define TEMP_SENSOR_1 0;;
;;Marlin/Configuration.h;#define TEMP_SENSOR_BED 0;;
;;Marlin/Configuration.h;#define HEATER_0_MAXTEMP 275;;
;;Marlin/Configuration.h;#define HEATER_1_MAXTEMP 275;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;#define  DEFAULT_Kp 22.2;;
;;Marlin/Configuration.h;#define  DEFAULT_Ki 1.08;;
;;Marlin/Configuration.h;#define  DEFAULT_Kd 114;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;#define  DEFAULT_bedKp 10.00;;
;;Marlin/Configuration.h;#define  DEFAULT_bedKi .023;;
;;Marlin/Configuration.h;#define  DEFAULT_bedKd 305.4;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;#define INVERT_X_DIR false;;
;;Marlin/Configuration.h;#define INVERT_Y_DIR true;;
;;Marlin/Configuration.h;#define INVERT_E0_DIR false;;
;;Marlin/Configuration.h;#define X_MAX_POS 200;;
;;Marlin/Configuration.h;#define Y_MAX_POS 200;;
;;Marlin/Configuration.h;#define Z_MAX_POS 200;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;#define MESH_MIN_X 10;;
;;Marlin/Configuration.h;#define MESH_MIN_Y 10;;
;;Marlin/Configuration.h;#define MESH_MAX_Y (Y_MAX_POS - (MESH_MIN_Y));;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;#define LEFT_PROBE_BED_POSITION 15;;
;;Marlin/Configuration.h;#define RIGHT_PROBE_BED_POSITION 170;;
;;Marlin/Configuration.h;#define FRONT_PROBE_BED_POSITION 20;;
;;Marlin/Configuration.h;#define BACK_PROBE_BED_POSITION 170;;
;;Marlin/Configuration.h;#define XY_TRAVEL_SPEED 8000;;
;;Marlin/Configuration.h;#define Z_RAISE_BEFORE_PROBING 15;;
;;Marlin/Configuration.h;#define Z_RAISE_BETWEEN_PROBINGS 5;;
;;Marlin/Configuration.h;#define Z_RAISE_AFTER_PROBING 15;;
;;Marlin/Configuration.h;#define Z_SAFE_HOMING_X_POINT ((X_MIN_POS  X_MAX_POS) / 2);;
;;Marlin/Configuration.h;#define Z_SAFE_HOMING_Y_POINT ((Y_MIN_POS  Y_MAX_POS) / 2);;
;;Marlin/Configuration.h;#define DEFAULT_AXIS_STEPS_PER_UNIT   {80,80,4000,500};;
;;Marlin/Configuration.h;#define DEFAULT_MAX_FEEDRATE          {300, 300, 5, 25};;
;;Marlin/Configuration.h;#define DEFAULT_MAX_ACCELERATION      {3000,3000,100,10000};;
;;Marlin/Configuration.h;#define DEFAULT_ACCELERATION          3000;;
;;Marlin/Configuration.h;#define DEFAULT_RETRACT_ACCELERATION  3000;;
;;Marlin/Configuration.h;#define DEFAULT_TRAVEL_ACCELERATION   3000;;
;;Marlin/Configuration.h;#define DEFAULT_XYJERK                20.0;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;#define PLA_PREHEAT_HOTEND_TEMP 180;;
;;Marlin/Configuration.h;#define PLA_PREHEAT_HPB_TEMP 70;;
;;Marlin/Configuration.h;#define ABS_PREHEAT_HPB_TEMP 110;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;;;
;;Marlin/Configuration.h;#if ENABLED(FILAMENT_WIDTH_SENSOR);;
;;Marlin/Configuration_adv.h;#if DISABLED(PIDTEMPBED);;
;;Marlin/Configuration_adv.h;#define BED_CHECK_INTERVAL 5000;;
;;Marlin/Configuration_adv.h;#if ENABLED(BED_LIMIT_SWITCHING);;
;;Marlin/Configuration_adv.h;#define BED_HYSTERESIS 2;;
;;Marlin/Configuration_adv.h;#endif;;
;;Marlin/Configuration_adv.h;#define THERMAL_PROTECTION_PERIOD 40;;
;;Marlin/Configuration_adv.h;#define THERMAL_PROTECTION_HYSTERESIS 4;;
;;Marlin/Configuration_adv.h;#define WATCH_TEMP_PERIOD 20;;
;;Marlin/Configuration_adv.h;#define WATCH_TEMP_INCREASE 2;;
;;Marlin/Configuration_adv.h;#define THERMAL_PROTECTION_BED_PERIOD 20;;
;;Marlin/Configuration_adv.h;#define THERMAL_PROTECTION_BED_HYSTERESIS 2;;
;;Marlin/Configuration_adv.h;;;
;;Marlin/Configuration_adv.h;#define EXTRUDER_0_AUTO_FAN_PIN -1;;
;;Marlin/Configuration_adv.h;#define EXTRUDER_1_AUTO_FAN_PIN -1;;
;;Marlin/Configuration_adv.h;#define EXTRUDER_AUTO_FAN_TEMPERATURE 50;;
;;Marlin/Configuration_adv.h;;;
;;Marlin/Configuration_adv.h;#define DEFAULT_STEPPER_DEACTIVE_TIME 120;;
;;Marlin/Configuration_adv.h;#define USE_WATCHDOG;;
;;Marlin/Configuration_adv.h;#define FILAMENTCHANGE_XPOS 3;;
;;Marlin/Configuration_adv.h;#define FILAMENTCHANGE_YPOS 3;;
;;Marlin/Default_Version.h;"#define SHORT_BUILD_VERSION """"1.1.0-RC4""""";;
;;Marlin/Default_Version.h;"#define DETAILED_BUILD_VERSION """"1.1.0-RC4 From Archive""""";;
;;Marlin/Default_Version.h;"#define STRING_DISTRIBUTION_DATE """"2016-03-24 12:00""""";;
;;Marlin/Default_Version.h;;;
;;Marlin/Marlin.h;#define DEBUGGING(F) (marlin_debug_flags & (DEBUG_## F));;
;;Marlin/Marlin.h;#if ENABLED(FILAMENT_WIDTH_SENSOR);;
;;Marlin/Marlin_main.cpp;#if ENABLED(FILAMENT_WIDTH_SENSOR);;
;;Marlin/Marlin_main.cpp;#if ENABLED(SDSUPPORT);;
;;Marlin/Marlin_main.cpp;* '#' stops reading from SD to the buffer prematurely, so procedural;;
;;Marlin/Marlin_main.cpp;#endif;;
;;Marlin/Marlin_main.cpp;#if ENABLED(SDSUPPORT);;
;;Marlin/Marlin_main.cpp;#endif;;
;;Marlin/Marlin_main.cpp;#define _Z_SERVO_TEST       (axis != Z_AXIS);;
;;Marlin/Marlin_main.cpp;#define _Z_PROBE_SUBTEST    false;;
;;Marlin/Marlin_main.cpp;#define _Z_DEPLOY           (dock_sled(false));;
;;Marlin/Marlin_main.cpp;#define _Z_STOW             (dock_sled(true));;
;;Marlin/Marlin_main.cpp;#define _Z_SERVO_TEST       (axis != Z_AXIS);;
;;Marlin/Marlin_main.cpp;#define _Z_PROBE_SUBTEST    false;;
;;Marlin/Marlin_main.cpp;#define _Z_DEPLOY           (deploy_z_probe());;
;;Marlin/Marlin_main.cpp;#define _Z_STOW             (stow_z_probe());;
;;Marlin/Marlin_main.cpp;#elif HAS_SERVO_ENDSTOPS;;
;;Marlin/Marlin_main.cpp;#define _Z_SERVO_TEST       true;;
;;Marlin/Marlin_main.cpp;#define _Z_PROBE_SUBTEST    (axis == Z_AXIS);;
;;Marlin/Marlin_main.cpp;#if ENABLED(Z_PROBE_SLED) || SERVO_LEVELING || ENABLED(FIX_MOUNTED_PROBE);;
;;Marlin/Marlin_main.cpp;#endif;;
;;Marlin/Marlin_main.cpp;#if ENABLED(Z_PROBE_SLED) || SERVO_LEVELING || ENABLED(FIX_MOUNTED_PROBE);;
;;Marlin/Marlin_main.cpp;#if ENABLED(DEBUG_LEVELING_FEATURE);;
;;Marlin/Marlin_main.cpp;#endif;;
;;Marlin/Marlin_main.cpp;#if HAS_SERVO_ENDSTOPS;;
;;Marlin/Marlin_main.cpp;#if ENABLED(DEBUG_LEVELING_FEATURE);;
;;Marlin/Marlin_main.cpp;#endif;;
;;Marlin/Marlin_main.cpp;#endif;;
;;Marlin/Marlin_main.cpp;#elif ENABLED(Z_PROBE_ALLEN_KEY) || (ENABLED(DELTA) && SERVO_LEVELING);;
;;Marlin/Marlin_main.cpp;#if ENABLED(Z_PROBE_ALLEN_KEY) || SERVO_LEVELING;;
;;Marlin/Marlin_main.cpp;#define TEMP_CONDITIONS (isHeatingHotend(target_extruder));;
